date	screen_name	text	fav	retweet	url	is_rt	followers_count	friends_count
Thu Oct 21 04:33:14 +0000 2021	SARY68457463	RT @StellaM605: Pregunto: Los Bonaerenses y toda la gente del país..No se miran en el espejo de la ciudad? Les gustaría que todo el país se…	0	23	https://twitter.com/SARY68457463/status/1451043881085112325	False	249	516
Thu Oct 21 04:32:32 +0000 2021	angeltetomedina	"RT @JorRausch: 🔴 #EsJuntos 

#Debateprovincia 
#DebateBsAs 
#debate 
#DebateBuenosAires 

El #14Nov votamos a #JxC 

“No es armar un #Vacun…"	0	8	https://twitter.com/angeltetomedina/status/1451043704781877256	False	497	631
Thu Oct 21 04:31:53 +0000 2021	aleullua	#DebateBsAs #DebateProvincia #Debate Los conductores del ciclo #ADosVoces revelaron no tener idoneidad e imparcialidad para manejar estos encuentros. Debería haber una presencia femenina que reemplace a alguno: propongo a @carola_amoroso Tomen nota @todonoticias	0	0	https://twitter.com/aleullua/status/1451043538452377608	False	3881	619
Thu Oct 21 04:31:45 +0000 2021	sergioburgio22	@reba_arg ya que no responden por el chat por tratarse de un bot, consulto por acá ... Se acabó la promo con @Mercadolibre para pago en 3 cuotas sin interés con @AmericanExpress ??? Se cayó el principal beneficio. No les queda ninguno de importancia. #debate #DebateTN #DebateBsAs	0	0	https://twitter.com/sergioburgio22/status/1451043507141898247	False	34	379
Thu Oct 21 04:31:40 +0000 2021	KazuoKiriyama17	RT @arias_marilina: Esper no sabe que nuestros pibes pedalean hs y hs con monotributo, sin vacaciones, sin obra social, indemnización ni ni…	0	7	https://twitter.com/KazuoKiriyama17/status/1451043483372773377	False	118	282
Thu Oct 21 04:31:24 +0000 2021	Patsy1612	"RT @JorRausch: 🔴 #Memoria 

Para VICTORIA TOLOSA PAZ (el kirchnerismo✌🏽🚩), hablar de nuestros familiares muertos por #Covid19, es hablar de…"	0	41	https://twitter.com/Patsy1612/status/1451043418323439622	False	2131	2852
Thu Oct 21 04:30:49 +0000 2021	YoP53441254	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/YoP53441254/status/1451043269517926402	False	653	659
Thu Oct 21 04:30:39 +0000 2021	h_maudo	"RT @pormifuturo1: Derrota paz hablando de no hacer oportunismo político con la pandemia????? 

Danos una explicación NO política de por qué…"	0	46	https://twitter.com/h_maudo/status/1451043227080052736	False	216	230
Thu Oct 21 04:29:23 +0000 2021	aleullua	#DebateBsAs #DebateProvincia #Debate Ninguno de los candidatos le contó propuestas concretas a la ciudadanía bonaerense. Qué discutan entre ellos revela el grado de intolerancia al que llegó la sociedad argentina	0	0	https://twitter.com/aleullua/status/1451042908837089282	False	3881	619
Thu Oct 21 04:28:49 +0000 2021	Rafa1553	RT @LACUCHILLERA_: VICTORIA ANTES DE ARRANCAR SE TOMÓ UN:   #DebateBsAs https://t.co/m5QXP5Rxx8	0	8	https://twitter.com/Rafa1553/status/1451042768596262913	False	1464	538
Thu Oct 21 04:28:24 +0000 2021	Ricardof128	"RT @JorRausch: Hable Tolosa Victoria Paz ✌🏽🚩
Bonelli se lo permite... tranqui... 
¿Quiere agua?
No Alfano, así está bien 😂
#Debateprovincia…"	0	14	https://twitter.com/Ricardof128/status/1451042663029825536	False	4744	5008
Thu Oct 21 04:28:10 +0000 2021	Ricardof128	"RT @JorRausch: La pregunta del “colo” @diegosantilli que destrozó a Victoria Tolosa Paz 
#Debateprovincia 
#DebateBsAs 
#debate 
#DebateBue…"	0	18	https://twitter.com/Ricardof128/status/1451042604557033476	False	4744	5008
Thu Oct 21 04:27:53 +0000 2021	Berto7493	RT @LACUCHILLERA_: VICTORIA ANTES DE ARRANCAR SE TOMÓ UN:   #DebateBsAs https://t.co/m5QXP5Rxx8	0	8	https://twitter.com/Berto7493/status/1451042534231134211	False	4452	2615
Thu Oct 21 04:27:24 +0000 2021	ClauFabSand	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/ClauFabSand/status/1451042409505230849	False	310	533
Thu Oct 21 04:27:22 +0000 2021	gabyquiroga2000	RT @MarceTanaYQue: Derrota Paz en #DebateBsAs 👇🏼 https://t.co/gU6foweZn6	0	15	https://twitter.com/gabyquiroga2000/status/1451042404648296453	False	38	266
Thu Oct 21 04:26:17 +0000 2021	MadreTi38492021	RT @StellaM605: Pregunto: Los Bonaerenses y toda la gente del país..No se miran en el espejo de la ciudad? Les gustaría que todo el país se…	0	23	https://twitter.com/MadreTi38492021/status/1451042130923855876	False	1384	1711
Thu Oct 21 04:25:56 +0000 2021	MEHTAPBREP	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/MEHTAPBREP/status/1451042042742652930	False	258	673
Thu Oct 21 04:24:50 +0000 2021	elkuki82	"RT @PaKCar1975: #Brancatelli no estaría diciendo lo mismo 
#DebateBsAs https://t.co/ohp0GHHzKi"	0	6	https://twitter.com/elkuki82/status/1451041765457268737	False	1490	2050
Thu Oct 21 04:24:25 +0000 2021	MarisaZavaleta	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/MarisaZavaleta/status/1451041659609882628	False	3913	3854
